ID,cod prov 1,codint_noborrar,descripcion
11514,,3438,HIGIENOL MAX PLUS 100 MTS PACK X 4UNID **
11377,,4610,HILO MATAMBRE ROLLO X 40MTS **
,,3683,HILO PLASTICO EMBALAJE
,,4635,"HOME KIT ESCOBILLON PVC ""DRAGON"" **"
,,1905,HOR-TAL F TARRO POLVO X 250 GR
9863,LH006.0009,1910,HOR-TAL LIQUIDO X 1 L
,,1907,HOR-TAL LIQUIDO X 120 CC
9860,LH006.0007,1908,HOR-TAL LIQUIDO X 250 CC **
9862,LH006.0008,1909,HOR-TAL LIQUIDO X 500 CC **
,,1906,HOR-TAL LIQUIDO X 60 CC
11691,,3405,IBERA BROCHES DE MADERA X 12 U (144UXB)
,,3951,IBERIA BALDE PRONTO SECA MOP
9253,LB006.0035,3707,IBERIA BALDE PRONTO TURBO C/ESCURRIDOR COMPLETO M**
11140,LD020.0007,3151,IBERIA BOLONES P/MINGITORIO X 6 UNID (24UXB)
11693,,3406,IBERIA BROCHE PLASTICO COCODRILO X 12 U (144UXB)**
11695,,3102,IBERIA BROCHES PVC X 9 UD DOBLE PRESION (50UXB) **
10905,PH005.0004,3552,IBERIA COTTON UP HISOPOS X 120 U **
2743,,3078,"IBERIA FILTRO URINAL PARA MINGITORIO 45GRS ""CHERRY"" (36UXB)**"
10183,,3077,"IBERIA FILTRO URINAL PARA MINGITORIO 45GRS ""LAVANDA"" (36UXB)**"
10185,,2797,"IBERIA FILTRO URINAL PARA MINGITORIOS X 45GRS ""PINO"" (36UXB)**"
10186,,3345,IBERIA FILTRO URINAL X 45 G X 1UD LIMON
,,3150,IBERIA LAVAZAPATILLAS 300ML
,,3118,IBERIA NAFTALINA BOLSA X 1 KG
11772,,3996,IBERIA NAFTALINA X 180GRS CIERRE HERMETICO LAVANDA (50UXB)**
,,3149,IBERIA PERCHA ANTIPOLILLAS PERFUMADA (NO ANTIHUMEDAD)
10599,,4431,IBERIA PRONTO DESINFECTANTE PARA MOPA 750 ML (12UXB)**
10386,,4618,IBERIA PRONTO MAGIC MOP MOPA SPRAY & BARREDORA (6UXB)**
10395,,4619,IBERIA PRONTO TURBO CABO REPUESTO (10UXB) **
10398,,3708,IBERIA PRONTO TURBO MOPA REPUESTO (18UXB) **
,,3209,IBERIA URINAL QUITOLOR C/BLOQUE
,,4062,IDEAL TOALLITAS HUMEDAS BEBE D/P X 70 UNID
,,3341,INTERELEC HALOGENA GOTA 42W E27
,,3006,INTERELEC HALOGENA TIPO HONGO OPALIZADA 42W
,,3338,INTERELEC HALOGENA VELITA 28W E14
,,3339,INTERELEC HALOGENA VELITA 42W E14
,,689,INTERELEC/SICA DICROICA 50W 220V GU 10 GU10
,,246,INTERELECT DICROICAS BAJO CONSUMO GU10 - 11W CALIDA
,,245,INTERELECT DICROICAS BAJO CONSUMO GU10 - 11W FRIA
,,2877,INTERELECT HALOGENA GOTA 53W E27
,,2858,JABON COSMETICO SUELTO PREMIUM X1LT
,,3091,"JABON COSMETICO SUELTO PREMIUM: CONIGLIO, MELON 5L"
10924,LJ010.0014,2854,JABON TOCADOR SUAVE X 3 U **
,,3942,JARRA MEDIDORA
11676,,2788,JUANCHO TRAPO DE PISO ALGODON CONSORCIO (273) M**
11678,205,251,JUANCHO TRAPO DE PISO GRIS FRIZADO 50 X 63 (205) M**
11026,260,4157,KIAN TUBO LED 10W **
11028,,4158,KIAN TUBO LED 20W **
9767,LQ003.0001,1929,KI-MA QUITABIROME X 60 CC **
9766,LQ003.0002,1930,KI-MA QUITAGRASA X 60 CC **
9768,LQ003.0003,1931,KI-MA QUITAOXIDO X 60 CC **
3085,LQ003.0004,1932,KI-MA QUITASANGRE X 60 CC **
2831,LA048.0003,1933,KLARO AEROSOL X 360 CC **
10603,,432,KLINTEK BACTERICIDA P/MINGITORIO X 5 LTS CHERRY
,,3343,KOLYNOS DENTIFRICO 70 GRS
11774,LI009.0007,1941,K-OTHRINA FRASCO X 250 CC
11776,LI009.0006,1940,K-OTHRINA FRASCO X 60 CC
11777,LI010.0010,1943,K-OTHRINA PULVERIZADOR LPU **
11778,,3714,K-OTHRINA SACHET 24 ML **
11781,4330.001,4263,K-OTHRINA SACHETS X 15ML **
,,4336,LA GAUCHITA ESCOBILLA WC C/ DEPOSITO
,,4340,LA GAUCHITA PLUMERO BOCHA TECHO **
9873,LA020.0007,3716,LA GOTITA GEL X 3 GR (6UXB) **
,,1944,LA GOTITA PROFESIONAL X 10ML
,,3764,LA GOTITA PROFESIONAL10 ML -NO USAR-
9875,LA020.0006,3136,LA GOTITA X 2ML (6UXB) **
,,1958,LA SAMPEDRINA ESCOBA GUINEA 5 HILOS
,,4629,LAFFITTE PAÑO MICROFIBRA +DENSIDAD +GRAMAJE 60X40CM **
,,4628,LAFFITTE PAÑO MICROFIBRA DOBLE ACCION AUTO 40X60CM **
,,3573,LAFFITTE PAÑO MICROFIBRA VIDRIOS 40X40CM
11029,,4563,LAMPARA DICROICA GU10 LED 7W CALIDA
11031,,4329,LAMPARA DICROICA LED 7W FRIA
,,4330,LAMPARA GOTA LED 6W FRIA
11034,,4562,LAMPARA LED GU10 AR111 CALIDA
11036,,4564,LAMPARA LED PARA REFLECTOR 78MM CALIDA 5W (EX-CUARZO) **
11221,LL087.0007,1966,LEM ESPUMA LIMPIADORA X 400 CC **
,,2668,LIBRE
,,2921,LIMPIADOR DE PISOS BASE SOLVENTE X 5 LTS KEROSENE
,,3998,LIQUIDO PARA BAÑO QUIMICO (1 + 50 LTS AGUA) X 1 LT
,,4029,LIVOPEN REPELENTE AEROSOL EXTRA DURACION X300CC
,,4325,LUCERO PALA LITA PLUS **
,,3907,LUSTRAMUEBLES BOT C/TAPA SILICONADO X 5LT
,,3085,LUSTRAMUEBLES SILICONADO GATILLO 500 ML C/ROCIADOR
10926,LJ009.0013,2767,LUX JABON HOTELERO X 15GRS - CAJA 250U CON ENVOLTORIO **
10928,PJ001.0037,2769,LUX JABON TOCADOR X 125 GRS **
11142,,4406,LYSOFORM ACTIVE POWER LIMPIA INODOROS 500ML CITRICA
,,3746,LYSOFORM ADHESIVO 30 GS **
,,4375,LYSOFORM AERO X 285 CC LAVANDA  **
,,4374,LYSOFORM AERO X 285 CC ORIGINAL **
,LD005.0040,1993,LYSOFORM AERO X 360 CC ORIGINAL (12UXB) **
9522,LD005.0030,1991,LYSOFORM AERO X 360CC AIRE DE MONTAÑA (12UXB) **
2493,,4302,LYSOFORM AERO X 360CC BEBE (12UXB) **
10607,,3318,LYSOFORM AERO X 360CC CITRUS (12UXB) **
10608,,1990,LYSOFORM AERO X 360CC FRUTAL (12UXB) **
9524,LD005.0037,1992,LYSOFORM AERO X 360CC LAVANDA (12UXB) **
,,3751,LYSOFORM AUTOMATICO AEROSOL REPUESTO 185 GRS
11144,,4407,LYSOFORM BAÑO DESINFECTANTE GATILLO 500CC
11146,,2008,LYSOFORM BAÑO DOY PACK X 500CC
,,3057,LYSOFORM BIDON 4 LTS FLORAL PERFECTION
11255,,3353,LYSOFORM BIDON 4 LTS LAVANDA
11148,LD022.0015,1998,LYSOFORM BLOQUE MOCHILA X 35 GR (12UXB) **
2550,,1996,LYSOFORM CANASTA LIQUIDA FULL X 50ML
11150,,1997,LYSOFORM CANASTA X 50ML LIQ. REP ELIMINA OLORES
,,4068,LYSOFORM CONCENTRADO D/P 420 ML BEBE **
,,3555,LYSOFORM CREMA X 450 ML
11153,LD024.0014,3744,LYSOFORM DISCOS ACTIVOS FULL 36 ML (12UXB) **
11155,,3745,LYSOFORM DISCOS ACTIVOS REPUESTO 36 ML (24UXB)**
11261,LL060.0016,2005,LYSOFORM DOYPACK CONCENTRADO  X 420 CC LAVANDA
2499,LL060.0018,2002,LYSOFORM DOYPACK X 420/450 CC ORIGINAL **
10616,,4061,LYSOFORM GEL CON LAVANDINA 450CC
,,3319,LYSOFORM LIQUIDO DESINF. CAMPOS DE LAVANDA X 900CC
,,3320,LYSOFORM LIQUIDO DESINF. FLORAL X 900CC
,,3321,LYSOFORM LIQUIDO DESINF. HARMONY X 900CC
2497,LL059.0030,4027,LYSOFORM LIQUIDO DESINF. ORIGINAL X 900ML **
11697,,4613,MAGICLICK ENCENDEDOR CHISPERO DE COCINA RECARGABLE **
,,4463,MAGISTRAL DETERGENTE X 1400ML ALOE VERA
11416,,2020,MAGISTRAL DETERGENTE X 1400ML LIMON
11417,LD054.0066,2011,MAGISTRAL DETERGENTE X 300ML LIMON (20UXB)**
2878,LD054.0084,2945,MAGISTRAL DETERGENTE X 500 ML (20UXB)**
11418,LD054.0120,2009,MAGISTRAL DETERGENTE X 750 ML **
3131,LA018.0006,2021,MANCHESTER FLUIDO DESINFECTANTE ACAROINA X 350 CC (20UXB)**
10083,LA018.0008,2022,MANCHESTER FLUIDO DESINFECTANTE ACAROINA X 700 CC (10UXB) M**
,,2023,MANCHESTER FLUIDO LATA X 4 L
,,4057,"MANGUERA TRENZADA 1° CALIDAD 1/2"" X 50 MTS"
,,4058,"MANGUERA TRENZADA 1° CALIDAD 3/4"" X 50 MTS"
,,3757,"MANGUERA TRENZADA 1RA CALIDAD 1"" X 25 MTS"
,,3193,"MANGUERA TRENZADA 1RA CALIDAD 1/2"" X 25 MTS"
,,2950,"MANGUERA TRENZADA 1RA CALIDAD 3/4"" X 25 MTS"
,,3884,"MANGUERA TRENZADA 1RA CALIDAD VERDE 1/2"" X 15 MTS"
,,2026,MAPA BOLSA AGUA CALIENTE 2 LTS CON FUNDA
,,1297,MAPA GUANTE CONTACTO TALLE M
,,4641,"MAPA GUANTE DEFENSE ( TALLE 8 1/2 - 9 ) ""L"" (30UXB)**"
,,4640,"MAPA GUANTE DEFENSE (TALLE 7 1/2 - 8) ""M"" (30UXB)**"
,,4642,"MAPA GUANTE DEFENSE TALLE (6 1/2 - 7) ""S"" (30UXB)"
,,2703,MAPA GUANTE NITRIL VERDE
10878,LG001.0044,2029,MAPA PLISSE GUANTE LATEX TALLE 8 1/2 - 9 (GRANDE) M**
10881,LG001.0045,2030,MAPA PLISSE GUANTE LATEX TALLE 9 1/2 - 10 (EXTRA GRANDE) M**
10882,LG001.0042,2027,MAPA PLISSE GUANTE LATEX TALLE: 6 1/2 - 7 (CHICO) M**
10883,LG001.0043,2028,MAPA PLISSE GUANTE LATEX TALLE: 7 1/2 - 8 (MEDIANO) M**
,,3719,MAPA PLISSE PROMO UNICA 2 PARES DIFERENTE COLORES
,,2034,"MAPA PROTECTOR CHICO BICAPA + PÑ/LARGO 6-6,5"
,,2036,"MAPA PROTECTOR GRANDE BICAPA +PÑ/LARGO 8-8,5"
,,2035,"MAPA PROTECTOR MEDIANO BICAPA +PÑ/LARGO 7-7,5"
10884,LG012.0041,2044,MAPA TECHNI MIX 415 NEGRO TALLE 10 **
10886,LG012.0042,2045,MAPA TECHNI MIX 415 NEGRO TALLE 11 **
10887,LG012.0038,2041,MAPA TECHNI MIX 415 NEGRO TALLE 7 **
10888,LG012.0039,2042,MAPA TECHNI MIX 415 NEGRO TALLE 8 **
10889,LG012.0040,2043,MAPA TECHNI MIX 415 NEGRO TALLE 9 **
10099,,316,MARILU FRANELA NARANJA 38 X 48 (COD 300) M**
10101,,318,MARILU FRANELA NARANJA 50 X 60 (COD 302) M**
10102,,2892,MARILU REJILLA AUTO TRIPLE SUPER PESADA (114) M**
10104,,307,MARILU REJILLA LAVACOCHE SEMI PESAD 50 X 50 (105) **
,,310,MARILU REJILLA NIDO DE ABEJA CRUDA 40 X 40 (108)
10079,,4138,MASCARA PROTECTORA SIMPLE **
,,4139,MASCARA PROTECTORIA MOVIL **
10794,,2823,"MASCARDI  ESCOBA PVC EXTERIOR ""ESCOMAS"" (CERDA LARGA) (12UXB)**"
,,4534,MEDIA NARANJA ALPARGATAS TRAPO DE PISO STANDAR 48X60 CM BLANCO
,,4532,MEDIA NARANJA ALPARGATAS TRAPO DE PISO STANDAR 48X60 CM GRIS
10106,LP016.0006,4035,MEDIA NARANJA MICROFIBRA AZUL LAVA AUTOS 50X60 CM **
11522,LP016.0005,4274,MEDIA NARANJA MICROFIBRA LUSTRA AUTOS  40X50 CM **
10109,LP014.0020,4034,MEDIA NARANJA MICROFIBRA MUEBLES 40 X 40 CM **
10112,LP014.0021,2055,MEDIA NARANJA MICROFIBRA MULTIUSOS  35 X 40 CM **
10114,LP017.0010,2053,MEDIA NARANJA MICROFIBRA PAÑO PISO 48X60CM **
11524,LP017.0004,4270,MEDIA NARANJA MICROFIBRA VIDRIOS 40X40CM **
,,2058,MELVILLE TINTOAERO X 140 ML
9813,,329,MF ALCOHOL ETILICO GEL BIDON X 5 LTS (3UXB)**
9945,,328,MF ALCOHOL ETILICO GEL EXP X 1000 CC (6UXB)**
10483,,327,MF ALCOHOL ETILICO GEL EXP X 250 CC *
,,337,MF ALCOHOL QUEMAR MAS FUEGO BOT X 930 CC
,,2063,MISTER PAÑO MICROFIBRA PISO
,,3045,MOLGY ARMAZON BASTIDOR P BARREDOR 35X12 CM
,,3046,MOLGY ARMAZON BASTIDOR P BARREDOR 60X12 CM
,,3047,MOLGY ARMAZON BASTIDOR P BARREDOR 80X12 CM
,,3039,MOLGY BARREDOR DOMESTICO 35X12 CM COMPLETO ALGODON
,,3040,MOLGY BARREDOR DOMESTICO 60X12 CM COMPLETO ALGODON
,,3041,MOLGY BARREDOR DOMESTICO 80X12 CM COMPLETO ALGODON
,,3042,MOLGY BARREDOR REPUESTO 35X12 CM
,,3043,MOLGY BARREDOR REPUESTO 60X12 CM
,,3044,MOLGY BARREDOR REPUESTO 80X12 CM
,,1950,MOLGY LAMPAZO PABILO N1  230 GRS
,,1951,MOLGY LAMPAZO PABILO N2 320 GRS
,,1952,MOLGY LAMPAZO PABILO N3 500 GRS
,,2961,MOLGY MOPA PROFESIONAL 300 GRS BOUCLE
,,2962,MOLGY MOPA PROFESIONAL 500 GRS BOUCLE
10132,LE044.0032,2069,MORTIMER ESPONJA CUADRICULADA (12XB) **
,,4324,MORTIMER ESPONJA DOBLE CARA **
2533,,2081,MR MUSCULO ADHESIVO CONT.LAVANDA X 30 GR
2533,,2083,MR MUSCULO ADHESIVO CONT.MAÑANA DE CAMPO X 30 GR
2533,,2082,MR MUSCULO ADHESIVO CONT.MARINA X 30 GR
11390,,2100,MR MUSCULO ANTIGRASA DOYPACK X 450 CC **
2544,LL066.0032,2098,MR MUSCULO ANTIGRASA GATILLO X 500 CC
11395,,2099,MR MUSCULO ANTIGRASA REPUESTO X 500 CC
11157,,2102,MR MUSCULO BAÑO DOYPACK X 450CC
11159,LL080.0035,2103,MR MUSCULO BAÑO SUPERECONOMICO X 900 CC
2539,,2079,MR MUSCULO BLOQUE MOCHILA AZUL X 48 ML
2537,,2084,MR MUSCULO CANASTA LIQ. FULL MARINA X 50 GR
,,2086,MR MUSCULO CANASTA LIQ. REP. PINO X 50 GR
,,2093,MR MUSCULO CREMA CAMPOS DE LAVANDA X 450 CC
,,2092,MR MUSCULO CREMA CITRUS X 450 CC
,,3309,MR MUSCULO CREMA FLORAL PERFECTION X 450 CC
,,3310,MR MUSCULO CREMA MAÑANA DE CAMPO X 450 CC
2541,LL067.0043,4365,MR MUSCULO EXTRA POWER COCINA GATILLO X 500 ML **
11223,LL088.0014,2116,MR MUSCULO LIMPIAHORNOS EN FRIO AEROSOL X 400 GR
11228,LL076.0016,2106,MR MUSCULO MULTIUSO DOYPACK X 450 CC
11474,,2105,MR MUSCULO MULTIUSO REPUESTO X 500 CC
11225,LL075.0015,2104,MR MUSCULO MULTIUSOS GATILLO X 500 ML
,,2097,MR MUSCULO TOTAL COCINA DOYPACK X 450 CC
,,2095,MR MUSCULO TOTAL COCINA GATILLO X 500 CC
,,2096,MR MUSCULO TOTAL COCINA REPUESTO X 500 CC
,,4522,MR MUSCULO VIDRIOS D/P 450ML (15UXB)
11164,,3506,MR. MUSCULO BAÑO CON GATILLO X 500 CC
,,3677,NATACLOR PH MAS + 2 KG
,,1578,NEOCLEAN  CLARIFICADOR X 1 L
,,1579,NEOCLEAN  CLARIFICADOR X 5 L
,,1581,NEOCLEAN  DISOLUCION LENTA X 1 KG PASTILLA
,,1582,NEOCLEAN  DISOLUCION LENTA X 4 KG PASTILLA
9685,,3725,NEOCLEAN ABRILLANTADOR VINILICO SILICONA AUTO 500 ML
,,4059,NEOCLEAN ALCOHOL EN GEL 250ML
,,4074,NEOCLEAN ALCOHOL EN GEL 500ML
,,4012,NEOCLEAN ALCOHOL EN GEL X 1 LT
,,3656,NEOCLEAN ALGUICIDA X 1 LT
3561,,2959,NEOCLEAN ALGUICIDA X 5 LTS
,,3777,NEOCLEAN AMONIACO BASE X 1 LT
,,4432,NEOCLEAN ANTISEPTICO RAME 70 % 5 LITROS **
,,4076,NEOCLEAN ANTISEPTICO RAME X 5 LTS ** CC+
,,2899,NEOCLEAN BACTERICIDA PARA GOTEADOR DE MINGITORIO X 5LT
,,3117,NEOCLEAN BASE DESENGRASANTE AMONIACAL X 1 LT
,,3200,NEOCLEAN BASE LIMPIADOR PISOS CONCENTRADO (1+60) X 1 LT
,,3201,NEOCLEAN BASE LIMPIADOR PISOS CONCENTRADO (1+60) X 1 LT PINO
9680,,3927,NEOCLEAN CERA ACONDICIONADORA SIMIL ECHO X 1 LT
,,4127,NEOCLEAN CERA ACONDICIONADORA SIMIL ECHO X 2 LTS
9681,,3928,NEOCLEAN CERA ACONDICIONADORA SIMIL ECHO X 5 LTS
9700,,3541,NEOCLEAN CERA LIQUIDA TEFLONADA PARA AUTO X 1 LT **
,,3450,"NEOCLEAN CESTO ACERO INOX DE PARED 27X57,5X14"
,,3451,"NEOCLEAN CESTO ACERO INOX DE PARED 28X35X13,5"
,,537,NEOCLEAN CESTO INST. CUADRADO-VAIVEN PVC X 13 LTS
,,538,NEOCLEAN CESTO INST. CUADRADO-VAIVEN PVC X 24 LTS
,,539,NEOCLEAN CESTO INST. CUADRADO-VAIVEN PVC X 44 LTS
,,1197,NEOCLEAN CLORO - HIPOCLORITO DE SODIO 100% X 10 LTS
,,2839,NEOCLEAN CLORO - HIPOCLORITO DE SODIO 100% X 20 LTS
,,3166,NEOCLEAN CLORO - HIPOCLORITO DE SODIO 100% X 30 LTS
3525,,2735,NEOCLEAN CLORO - HIPOCLORITO DE SODIO 100% X 5 LTS**
,,4636,NEOCLEAN CLORO GRANULADO DISOLUCION INSTANTANEA CUÑETE X 50 KG
11564,,2911,NEOCLEAN CLORO GRANULADO DISOLUCION INSTANTANEA X 1KG
9676,,2868,NEOCLEAN CLORO PASTILLA MULTIFUNCION 1 KG (5 UNID X 200 GRS) **
,,3437,NEOCLEAN CLORO PASTILLA X UNIDAD 50 GRS. **
9678,,1583,NEOCLEAN CLORO PASTILLAS 50 GRS X 1 KG (20 UNID) **
9679,,4328,NEOCLEAN CLORO PASTILLAS 50 GRS X 10 UNID **
10789,,3945,NEOCLEAN DEPOSITO PARA JABONERA PLASTICA POR 990 CM3
9576,,4099,NEOCLEAN DESENGRASANTE AMONIACAL  2 LTS **
3468,,2725,NEOCLEAN DESENGRASANTE AMONIACAL  5 LTS M**
9577,,2726,NEOCLEAN DESENGRASANTE AMONIACAL 1 LT M**
,,3202,NEOCLEAN DESENGRASANTE AMONIACAL 10 LTS **
9581,,2742,NEOCLEAN DESENGRASANTE FUERTE  5 LTS M**
9580,,4100,NEOCLEAN DESENGRASANTE FUERTE 2 LTS **
3374,,3198,NEOCLEAN DESENGRASANTE FUERTE X 1 LT M**
9583,,3455,NEOCLEAN DESENGRASANTE GEL CON LAVANDINA 1 LT **
9584,,4098,NEOCLEAN DESENGRASANTE GEL CON LAVANDINA 2 LTS **
3477,,3082,NEOCLEAN DESENGRASANTE GEL CON LAVANDINA 5 LTS **
9586,,2917,NEOCLEAN DESENGRASANTE MULTIUSO CON OXIGENO 1 LT **
,,2851,NEOCLEAN DESENGRASANTE MULTIUSO CON OXIGENO 10 LTS **
9587,,3375,NEOCLEAN DESENGRASANTE MULTIUSO CON OXIGENO 2 LTS **
9585,,2893,NEOCLEAN DESENGRASANTE MULTIUSO CON OXIGENO 5 LTS **
11265,,3222,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""ARPEGE X 5 LTS **"
11266,,3224,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""BEBE"" X 5 LTS"
11271,,3787,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""CAPRI"" X 5 LTS"
11270,,3223,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""CHERRY"" X 5 LTS **"
11269,,3229,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""CITRONELLA""X 5 LTS **"
11268,,3230,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""CONIGLIO""X 5 LTS **"
11267,,3228,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""FLORAL"" X 5LTS **"
11272,,3225,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""FRESCO""X 5 LTS **"
11273,,4451,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""JAZMIN"" X 5 LTS **"
11274,,3220,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""LAVANDA"" X 5 LTS **"
11275,,3226,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""LIMON"" X 5 LTS **"
11276,,3221,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""MARINA"" X 5 LTS **"
11277,,2688,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS ""PINO"" X 5 LTS-014 **"
,,4386,NEOCLEAN DESODORANTE LIMPIADOR DE PISOS AL DOBLE X 5 LTS **
,,3381,NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 1 LT
,,3382,NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 10 LTS
,,4306,NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 2 LTS
,,3374,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 2.25 LTS ""PINO""-014"
,,2714,NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 2.25 LTS-013
,,3380,NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 5 LTS  **
,,2910,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X 5 LTS ""AL DOBLE"""
,,3373,"NEOCLEAN DESODORANTE LIMPIADOR DE PISOS X1 LT ""PINO"" **"
9622,,4300,NEOCLEAN DESTAPA CAÑERIAS  1 LT  **
9621,,3208,NEOCLEAN DESTAPA CAÑERIAS X 2 LTS **
9620,,3954,NEOCLEAN DESTAPA CAÑERIAS X 5 LTS **
,,3762,NEOCLEAN DETERGENTE CONCENTRADO MAGIS  10 LTS **
9590,,3761,NEOCLEAN DETERGENTE CONCENTRADO MAGIS  2 LTS**
9589,,3759,NEOCLEAN DETERGENTE CONCENTRADO MAGIS  5 LTS**
9591,,3760,NEOCLEAN DETERGENTE CONCENTRADO MAGIS X 1 LT M**
9592,,3648,NEOCLEAN DETERGENTE LIMON SODICO  2 LTS**
9593,,3647,NEOCLEAN DETERGENTE LIMON SODICO X 1 LT** CC+
9594,,3543,NEOCLEAN DETERGENTE LIMON SODICO X 5 LTS** CC+
9597,,3134,NEOCLEAN DETERGENTE R8 AMONIACAL (10%)  1 LT**
,,2683,NEOCLEAN DETERGENTE R8 AMONIACAL (10%)  10 LTS**
9595,,4126,NEOCLEAN DETERGENTE R8 AMONIACAL (10%)  2 LTS**
,,2681,NEOCLEAN DETERGENTE R8 AMONIACAL (10%)  5 LTS**
,,2850,NEOCLEAN DETERGENTE R8 AMONIACAL (30%)  X 10 LTS -CONCENTRADO-002**
,,3014,NEOCLEAN DETERGENTE R8 AMONIACAL (30%) X 5 LTS -CONCENTRADO- 002**
10339,,4246,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML  FRAMBUESA**
10342,,4592,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML  MADERA Y SANDALO**
10341,,4249,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML FRUTOS ROJOS**
10345,,4250,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML LIMON **
10343,,4247,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML NAG CHAMPA **
10344,,4248,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML PERAS Y FLORES **
10337,,2862,NEOCLEAN DIFUSOR AMBIENTAL C/VARILLAS 130 ML VAINILLA **
,,2975,NEOCLEAN DILUYENTE PARA FAJINAR 5 LTS
,,4003,NEOCLEAN DISPENSER A PALANCA JUNIOR P/ TOALLA EN BOBINA
3491,,4568,NEOCLEAN DISPENSER CAÑO A PARED P/BOBINA INDUSTRIAL 25CM**
1258,10420,4408,"NEOCLEAN DISPENSER DE JABON PVC ""NOVA"""
3489,,433,NEOCLEAN DISPENSER DESODORIZADOR X GOTEO PVC
2645,,3010,NEOCLEAN DISPENSER JABON LIQUIDO -ACERO ESMERILADO-
,,2846,NEOCLEAN DISPENSER JABON LIQUIDO -ACRILICO TECLA AZUL-
,,368,NEOCLEAN DISPENSER JABON LIQUIDO -BLANCO TECLA AZUL- **
,,369,NEOCLEAN DISPENSER JABON LIQUIDO -BLANCO TECLA GRIS-
2647,,416,NEOCLEAN DISPENSER JUMBO X 350 MTS -ACERO ESMERILADO-
2641,,526,NEOCLEAN DISPENSER PH JUMBO X 350 MTS -PVC BLANCO-
3450,,522,NEOCLEAN DISPENSER TOALLA EN ROLLO S/MECANIS HASTA 300MTS
3447,,520,NEOCLEAN DISPENSER TOALLAS EN ROLLO C/PALANCA**
2649,,548,NEOCLEAN DISPENSER TOALLAS INTERC -ACERO ESMERILADO-
,,515,NEOCLEAN DISPENSER TOALLAS INTERC -TAPA TRANSPARENTE-
2639,,377,NEOCLEAN DISPENSER TOALLAS INTERC -VISOR BLANCO INYECTADO- **
,,3462,"NEOCLEAN ESCOBILLON  LAQ + CABO 1,5 MTS (OFERTA CONTADO)"
9599,,4071,NEOCLEAN JABON ANTIBACTERIAL DESINFECTANTE 1 LT **
9598,,4070,NEOCLEAN JABON ANTIBACTERIAL DESINFECTANTE 5 LTS **
9600,,3540,NEOCLEAN JABON CORPORAL LIQUIDO SIMIL LUX X 1 LT **
9601,,4460,NEOCLEAN JABON CORPORAL LIQUIDO SIMIL LUX X 5 LTS M**
,,4447,NEOCLEAN JABON DE MANOS LIQUIDO 1 LITRO  **
9560,,2883,"NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS ""FRUTILLA"" CC**"
9561,,2884,"NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS ""LIMON""  M**"
9611,,2741,"NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS ""MANZANA"" M**"
9613,,4459,"NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS ""ROSA"" M**"
3526,,2882,"NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS ""VAINICOCO"" M**"
,,4073,NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS (LISTA)
,,4343,NEOCLEAN JABON DE MANOS LIQUIDO X 5 LTS (NETO)
,,2918,NEOCLEAN JABON MANOS LIQUIDO ANTIBACTERIAL X 1 LTS **
,,4090,NEOCLEAN JABON MANOS LIQUIDO ANTIBACTERIAL X 5 LTS **
10469,,4621,"NEOCLEAN JABON ROPA BLANCO ""ESKIP ULTRA"" 5 LTS **"
10467,,4620,"NEOCLEAN JABON ROPA BLANCO ""ESKIP ULTRA"" X 1 LT **"
10468,,4622,"NEOCLEAN JABON ROPA BLANCO ""ESKIP ULTRA"" X 2 LTS **"
9615,,1215,NEOCLEAN JABON ROPA FINA (CAMELLITO) X 1 LT **
